时间,商品名称,库存变化,单笔销量
2026-08-20 18:01:44,SEONGIL_DIY,初始库存: 4993,7
2026-08-21 09:13:14,SEONGIL_DIY,4993 -> 4950,43
2026-08-22 13:21:39,SEONGIL_DIY,4950 -> 4942,8
2026-08-22 15:30:37,SEONGIL_DIY,4942 -> 4922,20
2026-08-22 19:23:43,SEONGIL_DIY,4922 -> 4872,50
2026-08-22 22:48:51,SEONGIL_DIY,4872 -> 4812,60
2026-08-22 22:54:52,SEONGIL_DIY,4812 -> 4761,51
2026-08-22 22:55:34,SEONGIL_DIY,4761 -> 4716,45
2026-08-22 23:02:22,SEONGIL_DIY,4716 -> 4761,-45
